,GTEX-1B8KZ-0226-SM-7EWF6,GTEX-1AYD5-0226-SM-79ONV,GTEX-1AMFI-0926-SM-731E4,GTEX-1A3MV-0126-SM-731FQ,GTEX-1AX9K-0226-SM-793CM
chr2:239008401-239009799,18,149,8,51,50
chr2:239046801-239047200,0,1,6,8,0
chr2:239828202-239834000,407,889,169,574,246
chr2:239841401-239843400,11,56,17,21,14
chr2:240383801-240385001,23,83,97,4,37
chr2:240385487-240386200,0,25,62,7,0
chr2:240426402-240428073,0,32,27,31,0
chr2:240469401-240469800,497,305,224,356,271
chr2:240470801-240471600,292,205,276,191,287
chr2:240473287-240474400,261,146,245,130,62
chr2:240635001-240636400,121,30,74,39,117
chr2:240648601-240649000,0,0,26,27,28
chr2:241859771-241860423,73,38,44,33,41
chr2:241863497-241863832,301,90,97,182,130
chr2:241865890-241867103,45,59,112,298,103
chr2:241868121-241868337,10,19,78,97,46
chr2:241868714-241869096,32,43,94,203,263
chr1:1069912-1070292,10,6,21,2,17
chr1:1208148-1208818,0,12,19,0,45
chr1:1208996-1209169,17,14,0,0,21
chr1:1407974-1408388,339,669,833,495,558
chr1:1415601-1416200,33,17,0,20,18
chr1:1611328-1611593,37,48,14,32,13
chr1:1696602-1697999,249,354,225,273,270
chr1:1782581-1783506,0,22,7,91,0
chr1:1908917-1909396,20,11,37,0,5
chr1:2418201-2418400,73,81,81,41,32
chr1:2506202-2507199,49,216,312,196,322
chr1:2572401-2572800,67,33,22,61,57
chr1:2573596-2573922,15,15,0,20,0
chr1:2576627-2577055,25,83,45,79,14
chr1:2578263-2578759,32,13,18,21,0
chr1:4601802-4604400,0,3,6,17,0
chr1:6397801-6398400,0,35,63,0,37
chr1:6401201-6402600,46,0,7,9,0
chr1:7914801-7915200,87,105,9,27,27
chr1:7952001-7952200,8,9,0,9,8
chr1:8126402-8128400,0,19,66,0,9
chr1:8134950-8135186,34,0,29,0,27
chr1:8144202-8146399,23,0,8,20,0
chr1:8898801-8900999,42,16,50,29,27
chr1:8902401-8906394,705,559,614,320,24
chr1:8914402-8916399,44,26,48,81,0
chr1:8917801-8922799,44,73,146,88,0
chr1:8923035-8923416,11,0,17,31,0
chr1:9275624-9275871,0,33,35,49,0
chr1:9382802-9386799,0,0,5,5,44
chr1:9388202-9389208,28,0,0,20,33
chr1:9397002-9403199,0,37,7,0,15
chr1:9615402-9616200,22,18,0,20,56
chr1:9640645-9640655,3,5,1,5,4
chr1:10021602-10025199,0,13,0,44,17
chr1:10026002-10028599,54,18,0,70,123
chr1:10197916-10198707,8,9,10,6,0
chr1:10919920-10920620,34,49,0,20,0
chr1:11267202-11268399,39,48,0,8,0
chr1:11298802-11299800,758,520,336,274,431
chr1:11406402-11409999,37,0,0,19,13
chr1:11850602-11852599,23,36,0,40,0
chr1:12150373-12151289,72,110,50,43,37
chr1:12153071-12153826,57,32,2,16,72
chr1:12215801-12216200,40,28,19,32,24
chr1:12217601-12219600,0,41,0,86,119
chr1:12518602-12520199,504,334,123,243,363
chr1:12524801-12527199,43,17,79,42,56
chr1:12529410-12529721,27,18,0,20,115
chr1:12537801-12538000,35,38,28,49,64
chr1:12538401-12539000,138,146,9,24,152
chr1:12539911-12540157,0,3,9,22,0
chr1:12544401-12545400,22,20,0,20,37
chr1:12626801-12627600,31,44,126,23,0
chr1:15435565-15435772,18,2,10,40,6
chr1:15453802-15456202,50,8,0,0,8
chr1:15673601-15677800,0,35,21,22,20
chr1:15814601-15816399,10,24,171,61,47
chr1:15816601-15816801,0,3,0,40,18
chr1:15831914-15832265,125,87,30,50,38
chr1:16162526-16162712,0,27,30,8,15
chr1:16180202-16185399,46,44,72,0,51
chr1:16505912-16507200,23,0,0,21,22
chr1:16508001-16509600,0,15,54,30,65
chr1:16536949-16538200,41,36,0,0,31
chr1:16671295-16672087,22,15,19,0,0
chr1:17464601-17467800,47,7,8,0,0
chr1:19295997-19296251,67,70,42,74,64
chr1:19336800-19337001,6,9,0,0,9
chr1:20738201-20738400,11,46,23,24,18
chr1:21181601-21185600,47,131,55,97,49
chr1:21189202-21191600,14,32,0,19,0
chr1:21192002-21193199,23,16,0,21,0
chr1:21579202-21580600,23,71,1,34,59
chr1:22108001-22109200,0,0,117,47,16
chr1:22111201-22112600,23,92,105,81,152
chr1:22112801-22116000,110,120,113,99,111
chr1:22172001-22172601,46,41,0,0,36
chr1:22245401-22247001,23,0,0,30,19
chr1:22536798-22536896,2,5,6,0,0
chr1:22538001-22538800,11,119,49,212,18
chr1:22539001-22540800,21,81,89,73,0
chr1:22628942-22631999,0,0,7,20,19
chr1:22665714-22666400,13,20,0,0,2
chr1:23356401-23357999,753,905,821,653,1211
chr1:23505001-23505600,22,49,51,235,39
chr1:23541401-23542400,7,6,10,0,0
chr1:23553784-23554013,0,9,19,5,4
chr1:23918602-23921707,223,7,51,84,34
chr1:23951001-23952999,14,14,0,5,4
chr1:24014001-24023999,14,36,12,27,37
chr1:24151264-24151561,31,27,0,41,12
chr1:24251602-24259399,35,0,29,0,107
chr1:24474602-24476599,1815,892,1178,1120,1399
chr1:24491601-24491800,11,3,15,0,0
chr1:24673801-24674200,17,0,15,19,37
chr1:24678342-24679020,68,87,63,164,119
chr1:24682602-24684600,0,73,20,154,94
chr1:24702002-24703399,0,27,30,0,29
chr1:24857801-24858800,20,54,27,10,24
chr1:24865601-24865800,13,0,46,40,47
chr1:24868002-24868999,22,28,7,59,67
chr1:24874801-24876200,113,27,44,81,134
chr1:24876601-24876800,20,9,16,9,20
chr1:25535802-25539200,5,4,8,13,8
chr1:25577201-25577600,22,19,42,54,18
chr1:25609601-25611199,57,144,115,197,207
chr1:25794400-25794601,0,0,20,10,19
chr1:25796959-25797333,47,37,0,27,0
chr1:25958201-25959000,0,117,57,17,73
chr1:26016543-26016639,7,8,8,0,0
chr1:26072602-26073200,22,16,0,30,0
chr1:26480401-26481636,33,0,11,88,0
chr1:26483201-26484200,22,18,36,89,0
chr1:26496801-26497400,0,13,28,41,0
chr1:26500741-26501457,79,20,28,51,28
chr1:26576801-26586400,158,105,354,417,479
chr1:26606002-26609400,40,12,4,0,0
chr1:26619770-26621864,159,362,247,139,201
chr1:26680602-26685199,55,0,0,31,11
chr1:27035201-27037000,0,19,18,34,0
chr1:27037601-27038600,11,0,38,0,17
chr1:27062801-27063000,55,94,40,63,27
chr1:27522214-27522776,12,37,0,48,4
chr1:27522830-27523109,7,9,4,0,20
chr1:27636889-27637463,15,177,58,52,61
chr1:27863057-27863822,18,0,22,26,3
chr1:27887386-27887522,0,0,97,57,19
chr1:27890087-27890399,31,1,79,46,60
chr1:27890431-27890688,39,28,140,70,72
chr1:28114065-28114465,10,0,14,0,11
chr1:28123459-28123956,75,50,12,48,126
chr1:28144487-28144743,239,142,48,94,272
chr1:28195802-28198400,31,37,29,10,16
chr1:28304201-28310000,0,7,7,0,14
chr1:28313001-28317799,21,0,12,6,11
chr1:28345801-28347164,22,18,15,0,0
chr1:28720201-28720400,24,8,20,40,13
chr1:28733602-28734200,22,8,0,0,8
chr1:29135001-29135200,0,30,20,22,15
chr1:29186001-29187399,291,81,74,79,57
chr1:29358601-29361599,0,36,19,16,0
chr1:29443001-29444400,23,18,19,0,0
chr1:30003001-30003400,11,0,0,20,8
chr1:30008002-30009999,38,77,40,35,17
chr1:30060001-30062400,21,0,39,39,0
chr1:30108201-30109200,44,18,58,0,48
chr1:31099201-31104599,0,39,27,0,6
chr1:31380201-31384600,0,16,27,47,10
chr1:31595402-31598399,44,0,30,93,0
chr1:31613202-31615999,67,37,0,45,55
chr1:31780401-31786199,43,91,22,39,108
chr1:32005001-32008199,19,0,8,17,0
chr1:32339572-32339865,11,0,29,33,10
chr1:32875602-32878999,111,74,8,143,29
chr1:32881402-32883067,49,58,23,63,74
chr1:32981215-32981881,111,8,67,84,94
chr1:32982066-32982106,0,4,9,0,1
chr1:32983157-32983328,5,0,9,20,0
chr1:32984511-32984882,18,0,64,0,51
chr1:32984998-32985236,0,12,9,40,34
chr1:33128362-33128739,27,10,47,51,33
chr1:33130002-33131399,121,91,286,121,127
chr1:33132001-33132200,0,2,2,26,0
chr1:33133801-33134000,0,9,38,30,0
chr1:33138000-33138400,3,40,75,30,96
chr1:33501001-33501600,560,597,247,224,558
chr1:34968601-34969200,0,39,19,0,14
chr1:34972001-34972600,179,403,421,506,257
chr1:35425601-35426820,21,86,83,137,13
chr1:35428801-35430000,34,37,76,29,32
chr1:35431001-35431999,19,0,35,173,122
chr1:35567801-35568600,34,103,146,101,95
chr1:36182625-36184000,22,18,38,26,120
chr1:36200001-36205599,8,102,35,0,132
chr1:36206201-36206800,15,18,10,0,0
chr1:36387420-36387861,62,60,21,5,20
chr1:36401036-36401298,15,1,3,0,2
chr1:36408400-36409001,42,32,75,0,17
chr1:36411401-36412999,74,74,130,58,95
chr1:36414001-36414200,0,16,7,0,40
chr1:36514802-36517958,0,26,20,0,19
chr1:37994907-37995066,17,247,33,8,24
chr1:38379401-38379600,0,8,11,15,0
chr1:38559509-38559903,0,18,45,19,19
chr1:38826402-38837599,16,40,14,15,13
chr1:39043160-39045400,818,1489,424,377,540
chr1:39046601-39049199,1069,1433,1127,663,756
chr1:39051001-39051400,28,25,41,77,57
chr1:39052200-39052600,25,70,136,123,68
chr1:39063401-39065600,358,372,374,331,296
chr1:39076029-39077600,51,0,16,4,0
chr1:39488002-39489800,0,74,16,22,0
chr1:39832201-39835000,16,17,0,19,17
chr1:40012601-40015999,0,0,69,110,16
chr1:40039188-40039493,0,5,29,9,0
chr1:40299201-40299600,22,0,9,20,8
chr1:40778801-40779000,0,0,12,19,7
chr1:40897240-40900399,9,38,0,0,39
chr1:41426601-41430200,457,385,151,444,229
chr1:41434802-41437199,240,181,121,198,98
chr1:41440600-41441000,19,16,8,51,23
chr1:42170402-42175399,224,243,120,319,293
chr1:42339402-42341399,23,19,76,70,37
chr1:42426401-42428400,44,24,55,10,19
chr1:43135601-43136800,0,14,36,17,0
chr1:43137001-43138180,22,17,0,0,19
chr1:43143202-43144649,0,14,92,0,57
chr1:43327401-43327992,222,388,201,221,477
chr1:43373688-43373852,16,16,13,13,22
chr1:43465201-43467000,21,0,0,14,11
chr1:43470402-43478000,11,0,19,0,18
chr1:43942201-43943199,313,426,713,451,449
chr1:44793002-44795064,18,37,57,89,0
chr1:44818117-44818454,173,193,324,167,169
chr1:44848002-44849799,56,102,208,124,44
chr1:44999201-45001800,217,386,317,254,253
chr1:45321201-45322999,40,199,121,36,112
chr1:45527401-45529280,45,61,0,0,21
chr1:45573002-45577399,79,112,55,59,54
chr1:46223202-46224599,230,903,257,514,1108
chr1:46238401-46239800,62,49,1,3,3
chr1:46320201-46321600,23,34,53,106,0
chr1:46325401-46326399,91,91,0,0,37
chr1:46329002-46330288,0,0,9,40,85
chr1:46386602-46388799,0,0,89,20,5
chr1:46421801-46423200,71,0,17,20,0
chr1:46423401-46423800,49,5,15,10,6
chr1:46621402-46624599,0,77,48,30,19
chr1:47208201-47215199,41,42,0,313,34
chr1:47322601-47324600,77,73,20,0,0
chr1:47324778-47326200,44,0,18,0,37
chr1:47331401-47331600,41,16,36,20,28
chr1:47449872-47450369,26,76,0,24,0
chr1:47999401-47999600,11,0,2,6,9
chr1:48208375-48209383,69,15,19,54,191
chr1:48210801-48211000,11,0,18,34,29
chr1:48211601-48211800,0,0,4,10,45
chr1:48293201-48294200,2,56,16,38,37
chr1:50976450-50976736,32,20,32,24,18
chr1:51069834-51071600,0,6,49,16,0
chr1:51274601-51275000,69,64,138,84,207
chr1:51283802-51285399,19,52,36,36,41
chr1:52098001-52098599,0,8,22,0,9
chr1:52581001-52581200,24,27,0,7,0
chr1:52581401-52582800,113,15,7,20,45
chr1:52587401-52590799,91,115,73,78,16
chr1:52592201-52594400,65,53,92,17,19
chr1:52612001-52612400,8,14,13,70,0
chr1:52613402-52614649,110,56,163,91,18
chr1:52614801-52616200,39,124,87,30,38
chr1:52624401-52624800,50,37,104,67,29
chr1:52673002-52673400,324,215,379,417,167
chr1:52674202-52675399,916,465,1552,1111,469
chr1:52676201-52678200,3469,2016,4443,2939,1685
chr1:52678854-52680000,842,224,1340,754,515
chr1:52700002-52701999,310,282,221,298,39
chr1:53339801-53340800,318,389,128,134,143
chr1:53913002-53914399,94,22,53,20,108
chr1:54123802-54126199,17,0,0,65,17
chr1:54776001-54776200,24,18,2,10,8
chr1:54776400-54776800,8,47,0,10,18
chr1:54903801-54906799,17,10,38,0,0
chr1:54922401-54924000,23,31,0,0,9
chr1:54926202-54929200,13,0,38,32,89
chr1:54952902-54956399,62,0,80,33,0
chr1:54961601-54963800,194,48,330,322,178
chr1:54964601-54968400,0,50,19,20,52
chr1:54972602-54974046,67,36,69,0,37
chr1:55215913-55216183,86,103,109,159,80
chr1:55216405-55216635,39,95,78,110,85
chr1:56072401-56074999,15,56,0,102,0
chr1:58616802-58622200,0,19,13,7,0
chr1:58628401-58629401,0,56,19,0,39
chr1:60266000-60266800,11,40,19,10,49
chr1:60279602-60282399,16,30,0,26,108
chr1:60402202-60403799,0,0,10,15,75
chr1:61544801-61545800,56,36,82,130,52
chr1:61547600-61547800,27,9,50,10,20
chr1:61591801-61592000,2,0,6,0,5
chr1:61673802-61675000,188,140,45,40,109
chr1:62227801-62231799,718,861,122,86,739
chr1:62232601-62233600,387,385,50,20,272
chr1:62234001-62234200,30,74,0,0,95
chr1:62712601-62713000,53,113,37,31,27
chr1:62720602-62726799,83,45,15,42,15
chr1:62759001-62760399,0,56,19,0,48
chr1:62869401-62870461,14,18,17,20,0
chr1:62881852-62883199,0,0,39,42,18
chr1:62883801-62884800,0,0,19,59,34
chr1:63731626-63731955,44,15,0,20,12
chr1:65068494-65069241,34,91,114,40,126
chr1:67058202-67061799,145,52,36,34,58
chr1:67402112-67402471,17,16,9,11,60
chr1:67405201-67406200,199,138,162,99,82
chr1:70440602-70444399,443,101,444,345,246
chr1:74693154-74694200,34,68,14,51,79
chr1:77222601-77222800,57,77,89,5,44
chr1:77227201-77228600,75,134,117,114,75
chr1:78146200-78146401,0,3,9,7,0
chr1:78154602-78155600,191,54,74,55,230
chr1:78157001-78157799,83,42,97,31,83
chr1:78176201-78176801,23,37,50,0,99
chr1:78224401-78225800,29,64,39,1,0
chr1:78676377-78676801,256,164,76,51,99
chr1:78872601-78873200,0,0,26,8,23
chr1:78884602-78885600,177,109,487,541,230
chr1:80655982-80656508,164,132,294,105,85
chr1:80656602-80658999,114,5,146,42,5
chr1:80659401-80660200,67,0,144,14,0
chr1:82067602-82068000,0,12,0,14,13
chr1:84252402-84255799,20,74,17,0,16
chr1:84285001-84285600,0,10,13,0,17
chr1:84291738-84291931,35,4,67,0,0
chr1:84615401-84616599,143,36,44,21,76
chr1:85143801-85145800,0,14,5,0,19
chr1:85596402-85598200,0,8,59,29,0
chr1:85602201-85603400,68,18,19,14,0
chr1:85605802-85609599,0,18,19,20,0
chr1:85611457-85611799,0,8,0,5,9
chr1:85622602-85623800,44,0,27,14,17
chr1:85627602-85630599,89,109,194,57,112
chr1:86324001-86324800,0,49,45,56,87
chr1:86326401-86326800,22,0,18,27,0
chr1:86338801-86340999,0,0,27,20,13
chr1:86344801-86346000,666,409,500,281,734
chr1:86845001-86847399,21,52,18,42,35
chr1:86858001-86859200,310,131,74,125,247
chr1:86860201-86860400,22,62,16,17,49
chr1:87391802-87393999,46,37,39,26,49
chr1:87398617-87399999,41,74,0,52,0
chr1:87401002-87404600,107,100,151,97,76
chr1:87426402-87429599,38,0,32,43,39
chr1:87448802-87451399,0,72,0,21,19
chr1:87463601-87464800,0,17,9,3,0
chr1:88847401-88848401,17,0,31,25,0
chr1:89001251-89003600,77,91,128,134,137
chr1:89004401-89005200,126,80,84,20,47
chr1:89033801-89035279,0,0,28,28,33
chr1:89037001-89038000,0,81,96,81,9
chr1:89040001-89042199,0,112,293,170,74
chr1:89048601-89048800,55,42,53,68,30
chr1:89049163-89051000,261,183,289,307,339
chr1:89254742-89255374,15,0,11,0,18
chr1:89294202-89296599,25,0,18,32,38
chr1:89305601-89306400,22,8,0,10,12
chr1:89942865-89943268,1,0,9,0,33
chr1:89961801-89962999,52,54,33,40,94
chr1:89986000-89986800,148,72,30,105,18
chr1:89989601-89992799,272,159,207,360,247
chr1:90890601-90891000,36,57,64,71,12
chr1:91537200-91538001,69,82,49,18,41
chr1:91540101-91543200,236,283,70,147,127
chr1:91545802-91562200,171,1936,145,155,204
chr1:92962360-92962851,0,56,71,40,0
chr1:92989002-92993200,169,86,133,159,20
chr1:92993601-92994567,63,70,16,0,0
chr1:93373601-93374000,54,116,86,88,61
chr1:93410601-93412599,0,9,20,51,0
chr1:93558801-93559800,68,36,0,40,63
chr1:93850402-93851179,64,18,80,156,88
chr1:94522202-94523399,23,0,9,21,0
chr1:94544370-94544526,10,16,0,22,14
chr1:94966401-94968400,23,68,43,95,19
chr1:94970602-94972600,0,34,50,62,82
chr1:96518802-96524399,0,20,0,15,34
chr1:100529002-100537000,107,107,111,217,309
chr1:100557601-100558000,78,65,46,30,25
chr1:100596002-100598199,9,24,0,0,19
chr1:101136001-101139999,83,107,45,114,0
chr1:101163202-101166799,183,87,91,78,107
chr1:101174578-101176999,0,112,116,55,9
chr1:101177601-101180799,0,132,56,21,95
chr1:101220801-101222799,119,138,172,168,189
chr1:101249402-101252400,53,0,76,61,33
chr1:101278954-101279132,0,0,9,10,18
chr1:101284192-101284591,50,37,55,44,46
chr1:101293284-101293673,0,37,27,20,15
chr1:101293768-101294127,0,12,11,15,0
chr1:101295001-101295401,210,304,135,39,7
chr1:101297802-101303999,2634,2550,2695,1885,549
chr1:101405801-101406400,0,16,45,36,14
chr1:101407201-101408105,0,55,19,41,0
chr1:101408802-101411599,50,64,32,0,0
chr1:107997201-107998400,64,27,436,60,58
chr1:107999402-108001443,171,348,851,224,79
chr1:108007001-108008800,21,166,208,61,17
chr1:108009201-108011000,2,28,144,0,40
chr1:108015802-108017999,476,369,178,131,189
chr1:108027401-108029600,125,101,271,77,104
chr1:108032801-108033400,0,13,155,20,9
chr1:108035401-108035600,18,4,56,0,31
chr1:108038697-108039176,166,209,228,101,194
chr1:108087401-108088399,44,48,91,19,0
chr1:108091202-108092599,23,56,135,41,38
chr1:108096202-108097799,222,313,323,119,151
chr1:108106401-108108599,46,77,78,0,90
chr1:108113527-108115000,19,32,61,3,38
chr1:108117401-108120200,37,0,39,0,38
chr1:108125002-108126200,96,154,237,190,245
chr1:108126401-108127800,46,119,128,167,459
chr1:108130202-108132800,190,379,330,543,243
chr1:109083002-109085599,54,173,148,134,171
chr1:109208202-109209799,0,21,20,45,35
chr1:109241408-109241802,11,13,0,5,0
chr1:109516601-109517600,0,56,19,9,0
chr1:109633801-109637121,0,48,38,103,28
chr1:109639002-109644599,41,68,21,15,34
chr1:110510845-110511196,42,56,18,18,39
chr1:110663401-110663600,34,0,38,60,0
chr1:110664463-110664728,11,0,15,78,0
chr1:110668543-110668915,11,66,66,16,0
chr1:110670254-110670430,25,51,15,57,0
chr1:110677600-110677801,23,3,0,31,0
chr1:110679801-110681000,475,226,308,466,100
chr1:110684401-110685200,15,0,105,31,18
chr1:110686001-110691800,668,614,1224,693,449
chr1:110749001-110752600,0,17,18,19,31
chr1:110927201-110927860,126,120,76,246,93
chr1:110928201-110928799,95,45,41,112,63
chr1:111101656-111103041,0,18,28,0,18
chr1:111470709-111471409,11,46,84,145,156
chr1:111769401-111770000,47,88,151,57,95
chr1:112092601-112094799,134,216,251,331,365
chr1:112144401-112144600,14,0,34,26,13
chr1:112144802-112145200,0,0,45,13,18
chr1:112880402-112884000,43,0,0,19,8
chr1:112903201-112907200,77,0,20,48,69
chr1:113191245-113192800,0,26,9,29,0
chr1:113692001-113693000,594,813,628,522,857
chr1:113693793-113694138,42,44,154,43,73
chr1:114538770-114541310,0,182,51,62,76
chr1:114558565-114562200,27,84,97,79,158
chr1:114803801-114804000,11,0,7,7,0
chr1:115036801-115037600,43,18,11,0,104
chr1:115110801-115111000,0,0,9,10,18
chr1:115959801-115961000,43,81,33,0,86
chr1:115968802-115970199,23,32,0,0,36
chr1:116481801-116482200,76,12,23,20,57
chr1:116488209-116488412,611,262,155,84,416
chr1:116489411-116489674,237,213,159,46,587
chr1:116503621-116503927,22,17,116,45,52
chr1:116504431-116504806,0,32,11,33,43
chr1:116777402-116778799,125,127,231,138,69
chr1:116784801-116785200,28,6,0,0,8
chr1:116806286-116806849,42,0,31,34,1
chr1:117562802-117565799,44,18,19,20,0
chr1:117630401-117634149,22,68,38,61,0
chr1:117635602-117638399,25,17,7,83,0
chr1:117642801-117643600,45,17,95,105,17
chr1:117644402-117647399,71,127,83,207,0
chr1:117654622-117654899,0,20,0,10,9
chr1:117655246-117655434,5,25,0,20,9
chr1:117656166-117656625,11,0,15,55,0
chr1:117658804-117659065,17,28,9,42,0
chr1:117670202-117675222,22,0,0,40,37
chr1:117679401-117684399,119,140,38,61,0
chr1:117685602-117687799,49,37,33,0,0
chr1:117707802-117709599,21,0,0,31,11
chr1:117793402-117794599,23,36,19,110,19
chr1:117794802-117796399,193,219,16,488,35
chr1:117796601-117797000,19,0,6,70,9
chr1:117802201-117803112,45,17,0,19,0
chr1:117824602-117828697,24,0,20,194,0
chr1:117838202-117839399,480,704,1281,1166,661
chr1:117843000-117843200,0,41,123,60,57
chr1:119006601-119007400,22,55,10,31,35
chr1:119556001-119556800,0,0,19,17,113
chr1:119561401-119561600,15,38,58,61,13
chr1:119572801-119574600,21,0,29,44,0
chr1:119580401-119581200,15,8,12,48,9
chr1:119590001-119591800,35,17,57,41,0
chr1:119611401-119612200,0,37,37,0,16
chr1:119613601-119614600,0,26,0,20,49
chr1:119909385-119909692,359,422,529,386,499
chr1:120109801-120113999,898,485,1148,302,262
chr1:120144211-120144544,11,34,32,51,0
chr1:120349401-120349600,43,0,58,38,0
chr1:120351000-120351200,6,24,0,0,15
chr1:120367000-120367400,0,60,47,20,0
chr1:120468601-120468800,41,159,88,86,111
chr1:120476801-120477999,150,56,234,197,92
chr1:120705801-120708600,0,17,53,76,0
chr1:120711002-120713200,36,18,55,0,0
chr1:120713402-120717777,242,90,172,148,240
chr1:120853401-120858999,83,34,49,0,34
chr1:120898202-120900000,21,17,18,0,17
chr1:120905001-120907399,64,73,247,140,29
chr1:143775401-143778600,134,66,252,221,307
chr1:143950401-143953999,0,35,0,19,13
chr1:145114002-145117400,55,16,8,41,63
chr1:145221401-145224599,110,151,179,47,231
chr1:145484202-145485000,38,9,34,0,5
chr1:145499602-145500999,0,42,8,20,0
chr1:145571001-145571600,57,62,12,14,20
chr1:146009602-146012000,0,0,36,26,68
chr1:146012201-146013999,21,0,43,7,89
chr1:146232201-146232800,225,21,89,157,141
chr1:146244602-146252200,56,0,338,216,161
chr1:146252401-146254999,23,28,155,52,94
chr1:146268601-146274999,153,249,463,113,55
chr1:146420601-146420800,22,8,6,34,20
chr1:146421800-146422600,57,18,21,0,68
chr1:146931001-146931400,0,5,43,54,18
chr1:147152801-147153000,0,43,26,43,36
chr1:148026601-148027599,0,13,8,4,7
chr1:148055201-148055800,33,54,71,0,41
chr1:148057328-148058600,22,27,77,34,34
chr1:148101001-148101200,58,63,30,73,104
chr1:149150402-149151199,65,0,41,20,32
chr1:149363002-149365599,509,493,393,557,217
chr1:149366401-149376399,269,85,648,937,137
chr1:149377402-149384799,166,126,451,562,249
chr1:149386801-149387200,20,18,142,118,80
